Time,Funding Rate
12/13/2021 16:00,0.0001
12/13/2021 8:00,0.0001
12/13/2021 0:00,0.0001
12/12/2021 16:00,0.0001
12/12/2021 8:00,0.0001
12/12/2021 0:00,0.0001
12/11/2021 16:00,0.0001
12/11/2021 8:00,0.0001
12/11/2021 0:00,0.0001
12/10/2021 16:00,0.0001
12/10/2021 8:00,0.0001
12/10/2021 0:00,0.0001
12/9/2021 16:00,0.0001
12/9/2021 8:00,0.0001
12/9/2021 0:00,0.0001
12/8/2021 16:00,0.0001
12/8/2021 8:00,0.0001
12/8/2021 0:00,0.0001
12/7/2021 16:00,0
12/7/2021 8:00,0.0001
12/7/2021 0:00,0.0001
12/6/2021 16:00,0.0001
12/6/2021 8:00,0.0001
12/6/2021 0:00,0.0001
12/5/2021 16:00,0.0001
12/5/2021 8:00,0.0001
12/5/2021 0:00,0
12/4/2021 16:00,0.0001
12/4/2021 8:00,0.0001
12/4/2021 0:00,0.0003
12/3/2021 16:00,0.0001
12/3/2021 8:00,0.0001
12/3/2021 0:00,0.0001
12/2/2021 16:00,0.0001
12/2/2021 8:00,0.0002
12/2/2021 0:00,0.0001
12/1/2021 16:00,0.0003
12/1/2021 8:00,0.0001
12/1/2021 0:00,0.0001
11/30/2021 16:00,0.0001
11/30/2021 8:00,0.0003
11/30/2021 0:00,0.0002
11/29/2021 16:00,0.0001
11/29/2021 8:00,0.0001
11/29/2021 0:00,0.0001
11/28/2021 16:00,0.0001
11/28/2021 8:00,0.0001
11/28/2021 0:00,0.0001
11/27/2021 16:00,0.0001
11/27/2021 8:00,0.0001
11/27/2021 0:00,0.0001
11/26/2021 16:00,0.0003
11/26/2021 8:00,0.0001
11/26/2021 0:00,0.0001
11/25/2021 16:00,0.0002
11/25/2021 8:00,0.0001
11/25/2021 0:00,0.0001
11/24/2021 16:00,0.0001
11/24/2021 8:00,0.0001
11/24/2021 0:00,0.0001
11/23/2021 16:00,0.0001
11/23/2021 8:00,0.0001
11/23/2021 0:00,0.0001
11/22/2021 16:00,0.0001
11/22/2021 8:00,0.0001
11/22/2021 0:00,0.0001
11/21/2021 16:00,0.0001
11/21/2021 8:00,0.0001
11/21/2021 0:00,0.0001
11/20/2021 16:00,0.0001
11/20/2021 8:00,0.0001
11/20/2021 0:00,0.0001
11/19/2021 16:00,0.0001
11/19/2021 8:00,0.0001
11/19/2021 0:00,0.0001
11/18/2021 16:00,0.0001
11/18/2021 8:00,0.0001
11/18/2021 0:00,0.0001
11/17/2021 16:00,0.0001
11/17/2021 8:00,0.0001
11/17/2021 0:00,0.0001
11/16/2021 16:00,0.0001
11/16/2021 8:00,0.0004
11/16/2021 0:00,0.0004
11/15/2021 16:00,0.0002
11/15/2021 8:00,0.0002
11/15/2021 0:00,0.0001
11/14/2021 16:00,0.0001
11/14/2021 8:00,0.0001
11/14/2021 0:00,0.0002
11/13/2021 16:00,0.0003
11/13/2021 8:00,0.0002
11/13/2021 0:00,0.0004
11/12/2021 16:00,0.0004
11/12/2021 8:00,0.0002
11/12/2021 0:00,0.0002
11/11/2021 16:00,0.0001
11/11/2021 8:00,0.0002
11/11/2021 0:00,0.0006
11/10/2021 16:00,0.0007
11/10/2021 8:00,0.0004
11/10/2021 0:00,0.0007
11/9/2021 16:00,0.0004
11/9/2021 8:00,0.0004
11/9/2021 0:00,0.0005
11/8/2021 16:00,0.0005
11/8/2021 8:00,0.0003
11/8/2021 0:00,0.0004
11/7/2021 16:00,0.0004
11/7/2021 8:00,0.0002
11/7/2021 0:00,0.0004
11/6/2021 16:00,0.0005
11/6/2021 8:00,0.0005
11/6/2021 0:00,0.0004
11/5/2021 16:00,0.0002
11/5/2021 8:00,0.0002
11/5/2021 0:00,0.0005
11/4/2021 16:00,0.0005
11/4/2021 8:00,0.0005
11/4/2021 0:00,0.0003
11/3/2021 16:00,0.0004
11/3/2021 8:00,0.0008
11/3/2021 0:00,0.0005
11/2/2021 16:00,0.0003
11/2/2021 8:00,0.0002
11/2/2021 0:00,0.0006
11/1/2021 16:00,0.0003
11/1/2021 8:00,0.0003
11/1/2021 0:00,0.0004
10/31/2021 16:00,0.0005
10/31/2021 8:00,0.0002
10/31/2021 0:00,0.0002
10/30/2021 16:00,0.0004
10/30/2021 8:00,0.0002
10/30/2021 0:00,0.0002
10/29/2021 16:00,0.0002
10/29/2021 8:00,0.0002
10/29/2021 0:00,0.0001
10/28/2021 16:00,0.0001
10/28/2021 8:00,0.0002
10/28/2021 0:00,0.0002
10/27/2021 16:00,0.0003
10/27/2021 8:00,0.0003
10/27/2021 0:00,0.0006
10/26/2021 16:00,0.0006
10/26/2021 8:00,0.0004
10/26/2021 0:00,0.0002
10/25/2021 16:00,0.0002
10/25/2021 8:00,0.0005
10/25/2021 0:00,0.0003
10/24/2021 16:00,0.0004
10/24/2021 8:00,0.0003
10/24/2021 0:00,0.0002
10/23/2021 16:00,0.0001
10/23/2021 8:00,0.0003
10/23/2021 0:00,0.0003
10/22/2021 16:00,0.0002
10/22/2021 8:00,0.0003
10/22/2021 0:00,0.0006
10/21/2021 16:00,0.0006
10/21/2021 8:00,0.0007
10/21/2021 0:00,0.0006
10/20/2021 16:00,0.0001
10/20/2021 8:00,0.0001
10/20/2021 0:00,0.0001
10/19/2021 16:00,0.0001
10/19/2021 8:00,0.0001
10/19/2021 0:00,0.0001
10/18/2021 16:00,0.0002
10/18/2021 8:00,0.0004
10/18/2021 0:00,0.0004
10/17/2021 16:00,0.0004
10/17/2021 8:00,0.0003
10/17/2021 0:00,0.0004
10/16/2021 16:00,0.0003
10/16/2021 8:00,0.0005
10/16/2021 0:00,0.0001
10/15/2021 16:00,0.0004
10/15/2021 8:00,0.0001
10/15/2021 0:00,0.0002
10/14/2021 16:00,0.0002
10/14/2021 8:00,0.0001
10/14/2021 0:00,0.0001
10/13/2021 16:00,0.0001
10/13/2021 8:00,0.0001
10/13/2021 0:00,0.0001
10/12/2021 16:00,0.0001
10/12/2021 8:00,0.0001
10/12/2021 0:00,0.0001
10/11/2021 16:00,0.0001
10/11/2021 8:00,0.0001
10/11/2021 0:00,0.0001
10/10/2021 16:00,0.0002
10/10/2021 8:00,0.0001
10/10/2021 0:00,0.0002
10/9/2021 16:00,0.0001
10/9/2021 8:00,0.0001
10/9/2021 0:00,0.0001
10/8/2021 16:00,0.0002
10/8/2021 8:00,0.0003
10/8/2021 0:00,0.0003
10/7/2021 16:00,0.0003
10/7/2021 8:00,0.0001
10/7/2021 0:00,0.0001
10/6/2021 16:00,0.0001
10/6/2021 8:00,0.0001
10/6/2021 0:00,0
10/5/2021 16:00,0
10/5/2021 8:00,0.0001
10/5/2021 0:00,0.0001
10/4/2021 16:00,0.0001
10/4/2021 8:00,0.0001
10/4/2021 0:00,0.0001
10/3/2021 16:00,0.0001
10/3/2021 8:00,0.0001
10/3/2021 0:00,0.0001
10/2/2021 16:00,0
10/2/2021 8:00,0.0001
10/2/2021 0:00,0.0001
10/1/2021 16:00,0
10/1/2021 8:00,0
10/1/2021 0:00,0.0001
9/30/2021 16:00,0.0001
9/30/2021 8:00,0.0001
9/30/2021 0:00,0.0001
9/29/2021 16:00,0
9/29/2021 8:00,0
9/29/2021 0:00,0.0001
9/28/2021 16:00,0
9/28/2021 8:00,0
9/28/2021 0:00,0.0001
9/27/2021 16:00,0.0001
9/27/2021 8:00,0.0001
9/27/2021 0:00,0
9/26/2021 16:00,0.0001
9/26/2021 8:00,0
9/26/2021 0:00,0.0001
9/25/2021 16:00,0.0001
9/25/2021 8:00,0.0001
9/25/2021 0:00,0
9/24/2021 16:00,-0.0001
9/24/2021 8:00,-0.0001
9/24/2021 0:00,0.0001
9/23/2021 16:00,0.0001
9/23/2021 8:00,0
9/23/2021 0:00,0.0001
9/22/2021 16:00,0.0001
9/22/2021 8:00,0.0001
9/22/2021 0:00,0.0001
9/21/2021 16:00,0.0001
9/21/2021 8:00,0.0001
9/21/2021 0:00,0.0001
9/20/2021 16:00,0.0001
9/20/2021 8:00,0.0001
9/20/2021 0:00,0.0001
9/19/2021 16:00,0.0001
9/19/2021 8:00,0.0001
9/19/2021 0:00,0.0001
9/18/2021 16:00,0.0001
9/18/2021 8:00,0.0001
9/18/2021 0:00,0.0001
9/17/2021 16:00,0.0001
9/17/2021 8:00,0.0001
9/17/2021 0:00,0.0001
9/16/2021 16:00,0.0001
9/16/2021 8:00,0.0001
9/16/2021 0:00,0.0001
9/15/2021 16:00,0.0001
9/15/2021 8:00,0.0001
9/15/2021 0:00,0.0001
9/14/2021 16:00,0.0001
9/14/2021 8:00,0.0001
9/14/2021 0:00,0.0001
9/13/2021 16:00,0.0001
9/13/2021 8:00,0.0001
9/13/2021 0:00,0.0001
9/12/2021 16:00,0.0001
9/12/2021 8:00,0.0001
9/12/2021 0:00,0.0001
9/11/2021 16:00,0.0001
9/11/2021 8:00,0.0001
9/11/2021 0:00,0.0001
9/10/2021 16:00,0.0001
9/10/2021 8:00,0.0001
9/10/2021 0:00,0.0001
9/9/2021 16:00,0.0001
9/9/2021 8:00,0.0001
9/9/2021 0:00,0.0001
9/8/2021 16:00,0.0001
9/8/2021 8:00,0.0001
9/8/2021 0:00,0.0002
9/7/2021 16:00,0.0001
9/7/2021 8:00,0.0001
9/7/2021 0:00,0.0001
9/6/2021 16:00,0.0001
9/6/2021 8:00,0.0003
9/6/2021 0:00,0.0001
9/5/2021 16:00,0.0001
9/5/2021 8:00,0.0001
9/5/2021 0:00,0.0002
9/4/2021 16:00,0.0001
9/4/2021 8:00,0.0004
9/4/2021 0:00,0.0002
9/3/2021 16:00,0.0003
9/3/2021 8:00,0.0005
9/3/2021 0:00,0.0006
9/2/2021 16:00,0.0005
9/2/2021 8:00,0.0004
9/2/2021 0:00,0.0003
9/1/2021 16:00,0.0003
9/1/2021 8:00,0.0004
9/1/2021 0:00,0.0002
8/31/2021 16:00,0.0003
8/31/2021 8:00,0.0004
8/31/2021 0:00,0.0002
8/30/2021 16:00,0.0001
8/30/2021 8:00,0.0001
8/30/2021 0:00,0.0001
8/29/2021 16:00,0.0001
8/29/2021 8:00,0.0001
8/29/2021 0:00,0.0002
8/28/2021 16:00,0.0003
8/28/2021 8:00,0.0001
8/28/2021 0:00,0.0001
8/27/2021 16:00,0.0001
8/27/2021 8:00,0.0001
8/27/2021 0:00,0.0001
8/26/2021 16:00,0.0002
8/26/2021 8:00,0.0001
8/26/2021 0:00,0.0001
8/25/2021 16:00,0.0001
8/25/2021 8:00,0.0002
8/25/2021 0:00,0.0004
8/24/2021 16:00,0.0001
8/24/2021 8:00,0.0003
8/24/2021 0:00,0.0002
8/23/2021 16:00,0.0004
8/23/2021 8:00,0.0001
8/23/2021 0:00,0.0001
8/22/2021 16:00,0.0001
8/22/2021 8:00,0.0001
8/22/2021 0:00,0.0002
8/21/2021 16:00,0.0002
8/21/2021 8:00,0.0001
8/21/2021 0:00,0.0001
8/20/2021 16:00,0.0001
8/20/2021 8:00,0.0001
8/20/2021 0:00,0.0001
8/19/2021 16:00,0.0001
8/19/2021 8:00,0.0001
8/19/2021 0:00,0.0001
8/18/2021 16:00,0.0001
8/18/2021 8:00,0.0001
8/18/2021 0:00,0.0001
8/17/2021 16:00,0.0001
8/17/2021 8:00,0.0001
8/17/2021 0:00,0.0001
8/16/2021 16:00,0.0001
8/16/2021 8:00,0.0001
8/16/2021 0:00,0.0001
8/15/2021 16:00,0.0001
8/15/2021 8:00,0.0001
8/15/2021 0:00,0.0001
8/14/2021 16:00,0.0001
8/14/2021 8:00,0.0001
8/14/2021 0:00,0.0001
8/13/2021 16:00,0.0001
8/13/2021 8:00,0.0001
8/13/2021 0:00,0.0001
8/12/2021 16:00,0.0001
8/12/2021 8:00,0.0001
8/12/2021 0:00,0.0001
8/11/2021 16:00,0.0001
8/11/2021 8:00,0.0001
8/11/2021 0:00,0.0001
8/10/2021 16:00,0.0001
8/10/2021 8:00,0.0001
8/10/2021 0:00,0.0001
8/9/2021 16:00,0.0001
8/9/2021 8:00,0.0001
8/9/2021 0:00,0.0001
8/8/2021 16:00,0.0001
8/8/2021 8:00,0.0001
8/8/2021 0:00,0.0001
8/7/2021 16:00,0.0001
8/7/2021 8:00,0.0001
8/7/2021 0:00,0.0001
8/6/2021 16:00,0.0001
8/6/2021 8:00,0.0001
8/6/2021 0:00,0.0001
8/5/2021 16:00,0.0001
8/5/2021 8:00,0.0001
8/5/2021 0:00,0
8/4/2021 16:00,0.0001
8/4/2021 8:00,0.0001
8/4/2021 0:00,0.0001
8/3/2021 16:00,0.0001
8/3/2021 8:00,0.0001
8/3/2021 0:00,0.0001
8/2/2021 16:00,0.0001
8/2/2021 8:00,0.0001
8/2/2021 0:00,0.0001
8/1/2021 16:00,0.0001
8/1/2021 8:00,0.0001
8/1/2021 0:00,0.0001
7/31/2021 16:00,0.0001
7/31/2021 8:00,0.0001
7/31/2021 0:00,0
7/30/2021 16:00,0.0001
7/30/2021 8:00,0.0001
7/30/2021 0:00,0.0001
7/29/2021 16:00,0.0001
7/29/2021 8:00,0
7/29/2021 0:00,0.0001
7/28/2021 16:00,0.0001
7/28/2021 8:00,0
7/28/2021 0:00,0
7/27/2021 16:00,0.0001
7/27/2021 8:00,0.0001
7/27/2021 0:00,0.0001
7/26/2021 16:00,0.0001
7/26/2021 8:00,-0.0005
7/26/2021 0:00,-0.0001
7/25/2021 16:00,-0.0002
7/25/2021 8:00,-0.0003
7/25/2021 0:00,-0.0001
7/24/2021 16:00,-0.0001
7/24/2021 8:00,-0.0001
7/24/2021 0:00,0
7/23/2021 16:00,-0.0002
7/23/2021 8:00,0
7/23/2021 0:00,0
7/22/2021 16:00,0
7/22/2021 8:00,-0.0002
7/22/2021 0:00,-0.0003
7/21/2021 16:00,-0.0004
7/21/2021 8:00,-0.0002
7/21/2021 0:00,-0.0002
7/20/2021 16:00,-0.0001
7/20/2021 8:00,-0.0002
7/20/2021 0:00,0
7/19/2021 16:00,0
7/19/2021 8:00,-0.0001
7/19/2021 0:00,0
7/18/2021 16:00,0.0001
7/18/2021 8:00,0.0001
7/18/2021 0:00,0
7/17/2021 16:00,0
7/17/2021 8:00,0.0001
7/17/2021 0:00,0
7/16/2021 16:00,0.0001
7/16/2021 8:00,-0.0001
7/16/2021 0:00,0
7/15/2021 16:00,0.0001
7/15/2021 8:00,0
7/15/2021 0:00,-0.0001
7/14/2021 16:00,0
7/14/2021 8:00,0.0001
7/14/2021 0:00,0
7/13/2021 16:00,0.0001
7/13/2021 8:00,0.0001
7/13/2021 0:00,0.0001
7/12/2021 16:00,0
7/12/2021 8:00,0.0001
7/12/2021 0:00,0
7/11/2021 16:00,0.0001
7/11/2021 8:00,0.0001
7/11/2021 0:00,0
7/10/2021 16:00,0.0001
7/10/2021 8:00,0
7/10/2021 0:00,-0.0002
7/9/2021 16:00,-0.0002
7/9/2021 8:00,-0.0001
7/9/2021 0:00,-0.0003
7/8/2021 16:00,-0.0001
7/8/2021 8:00,0
7/8/2021 0:00,0.0001
7/7/2021 16:00,0.0001
7/7/2021 8:00,-0.0001
7/7/2021 0:00,-0.0001
7/6/2021 16:00,-0.0001
7/6/2021 8:00,0
7/6/2021 0:00,-0.0001
7/5/2021 16:00,0.0001
7/5/2021 8:00,0.0001
7/5/2021 0:00,0
7/4/2021 16:00,-0.0002
7/4/2021 8:00,0
7/4/2021 0:00,0
7/3/2021 16:00,-0.0001
7/3/2021 8:00,0
7/3/2021 0:00,-0.0001
7/2/2021 16:00,0.0001
7/2/2021 8:00,0.0001
7/2/2021 0:00,0.0001
7/1/2021 16:00,0.0001
7/1/2021 8:00,0.0001
7/1/2021 0:00,0.0001
6/30/2021 16:00,0.0001
6/30/2021 8:00,0.0001
6/30/2021 0:00,0
6/29/2021 16:00,0.0001
6/29/2021 8:00,0.0001
6/29/2021 0:00,0.0001
6/28/2021 16:00,0
6/28/2021 8:00,0
6/28/2021 0:00,-0.0003
6/27/2021 16:00,-0.0005
6/27/2021 8:00,-0.0002
6/27/2021 0:00,-0.0001
6/26/2021 16:00,-0.0001
6/26/2021 8:00,-0.0001
6/26/2021 0:00,0.0001
6/25/2021 16:00,0.0001
6/25/2021 8:00,0
6/25/2021 0:00,-0.0002
6/24/2021 16:00,0.0001
6/24/2021 8:00,-0.0001
6/24/2021 0:00,-0.0002
6/23/2021 16:00,-0.0001
6/23/2021 8:00,0
6/23/2021 0:00,-0.0003
6/22/2021 16:00,0.0001
6/22/2021 8:00,0.0001
6/22/2021 0:00,-0.0002
6/21/2021 16:00,0.0001
6/21/2021 8:00,0
6/21/2021 0:00,-0.0002
6/20/2021 16:00,0.0001
6/20/2021 8:00,0.0001
6/20/2021 0:00,0.0001
6/19/2021 16:00,-0.0001
6/19/2021 8:00,-0.0001
6/19/2021 0:00,0.0001
6/18/2021 16:00,0
6/18/2021 8:00,0.0001
6/18/2021 0:00,0.0001
6/17/2021 16:00,0.0001
6/17/2021 8:00,0.0001
6/17/2021 0:00,0.0001
6/16/2021 16:00,0.0001
6/16/2021 8:00,0.0001
6/16/2021 0:00,0.0001
6/15/2021 16:00,0.0001
6/15/2021 8:00,0.0001
6/15/2021 0:00,0
6/14/2021 16:00,0.0001
6/14/2021 8:00,0.0001
6/14/2021 0:00,-0.0001
6/13/2021 16:00,0
6/13/2021 8:00,0.0001
6/13/2021 0:00,0
6/12/2021 16:00,0.0001
6/12/2021 8:00,-0.0001
6/12/2021 0:00,0
6/11/2021 16:00,0
6/11/2021 8:00,0.0001
6/11/2021 0:00,0.0001
6/10/2021 16:00,0.0001
6/10/2021 8:00,-0.0002
6/10/2021 0:00,-0.0001
6/9/2021 16:00,-0.0001
6/9/2021 8:00,0.0001
6/9/2021 0:00,0.0001
6/8/2021 16:00,0
6/8/2021 8:00,0.0001
6/8/2021 0:00,0.0001
6/7/2021 16:00,0.0001
6/7/2021 8:00,0.0001
6/7/2021 0:00,0.0001
6/6/2021 16:00,0.0001
6/6/2021 8:00,0.0001
6/6/2021 0:00,0.0001
6/5/2021 16:00,0.0001
6/5/2021 8:00,0.0001
6/5/2021 0:00,0.0001
6/4/2021 16:00,0.0002
6/4/2021 8:00,0.0001
6/4/2021 0:00,0.0001
6/3/2021 16:00,0.0001
6/3/2021 8:00,0.0001
6/3/2021 0:00,0.0001
6/2/2021 16:00,0.0001
6/2/2021 8:00,0.0001
6/2/2021 0:00,0.0001
6/1/2021 16:00,0.0001
6/1/2021 8:00,0.0001
6/1/2021 0:00,0.0001
5/31/2021 16:00,0.0001
5/31/2021 8:00,0.0001
5/31/2021 0:00,0.0001
5/30/2021 16:00,0.0001
5/30/2021 8:00,0.0001
5/30/2021 0:00,0.0001
5/29/2021 16:00,0.0001
5/29/2021 8:00,0.0001
5/29/2021 0:00,0.0001
5/28/2021 16:00,0.0001
5/28/2021 8:00,0.0001
5/28/2021 0:00,0.0001
5/27/2021 16:00,0.0001
5/27/2021 8:00,0.0001
5/27/2021 0:00,0.0001
5/26/2021 16:00,0.0001
5/26/2021 8:00,0.0001
5/26/2021 0:00,0.0001
5/25/2021 16:00,0.0001
5/25/2021 8:00,0.0001
5/25/2021 0:00,0
5/24/2021 16:00,-0.0001
5/24/2021 8:00,-0.0001
5/24/2021 0:00,0
5/23/2021 16:00,0
5/23/2021 8:00,-0.0001
5/23/2021 0:00,0.0001
5/22/2021 16:00,0.0001
5/22/2021 8:00,-0.0002
5/22/2021 0:00,0.0001
5/21/2021 16:00,0
5/21/2021 8:00,0.0001
5/21/2021 0:00,0.0001
5/20/2021 16:00,0.0001
5/20/2021 8:00,0.0001
5/20/2021 0:00,-0.0009
5/19/2021 16:00,0.0004
5/19/2021 8:00,0.0001
5/19/2021 0:00,0.0002
5/18/2021 16:00,0.0001
5/18/2021 8:00,0.0005
5/18/2021 0:00,0.0006
5/17/2021 16:00,0.0006
5/17/2021 8:00,0.0001
5/17/2021 0:00,0.0004
5/16/2021 16:00,0.0002
5/16/2021 8:00,0.0004
5/16/2021 0:00,0.0002
5/15/2021 16:00,0.0001
5/15/2021 8:00,0.0001
5/15/2021 0:00,0.0002
5/14/2021 16:00,0.0004
5/14/2021 8:00,0.0004
5/14/2021 0:00,0.0002
5/13/2021 16:00,0.0001
5/13/2021 8:00,0.0001
